Date,Ticker,Open,Close,Volume,Intraday Low,Intraday High,Bid,Ask
2023-06-23,^GSPC,4354.17,4348.33,3056621000,4341.34,4366.55,0.0,0.0
2023-06-23,MMM,103.30,100.72,7807034,99.48,103.50,99.98,100.70
2023-06-23,AOS,68.58,69.49,1111124,68.17,69.64,69.57,69.37
2023-06-23,ABT,108.20,108.05,5633294,107.37,108.50,108.10,108.03
2023-06-23,ABBV,137.30,135.92,7367897,135.67,138.69,135.50,136.80
2023-06-23,ACN,300.02,298.43,4231898,297.70,302.68,297.70,298.84
2023-06-23,ATVI,82.04,81.90,6732746,81.62,82.40,81.99,82.10
2023-06-23,ADM,72.78,72.90,3537448,72.53,73.15,72.90,72.93
2023-06-23,ADBE,472.95,484.72,4448341,472.35,487.33,484.25,484.75
2023-06-23,ADP,218.45,213.83,2189194,213.21,218.85,213.85,216.43
2023-06-23,AAP,67.67,65.67,3295184,65.65,67.67,65.71,65.84
2023-06-23,AES,20.80,20.43,13012814,20.38,20.83,20.41,20.50
2023-06-23,AFL,67.23,67.14,2687536,66.91,67.66,67.17,67.17
2023-06-23,A,117.76,119.42,2625870,117.58,119.71,119.56,119.36
2023-06-23,APD,286.63,286.26,711971,284.67,288.12,281.38,286.00
2023-06-23,AKAM,87.78,88.63,1689029,87.54,88.94,88.74,88.62
2023-06-23,ALK,48.75,49.25,2270824,48.63,49.89,49.00,50.43
2023-06-23,ALB,221.69,220.18,3458058,218.20,221.96,220.18,221.95
2023-06-23,ARE,110.37,109.08,1350292,108.81,111.33,108.85,111.00
2023-06-23,ALGN,329.03,328.83,1092537,325.02,331.06,319.01,329.21
2023-06-23,ALLE,115.61,115.50,1107834,114.68,116.56,112.03,116.07
2023-06-23,LNT,52.95,51.83,1447987,51.66,53.04,50.95,52.84
2023-06-23,ALL,107.50,107.53,3135097,106.59,107.75,107.01,107.49
2023-06-23,GOOGL,121.38,122.34,27511280,121.07,122.78,122.08,122.28
2023-06-23,GOOG,122.04,123.02,22732047,121.86,123.44,122.75,122.88
2023-06-23,MO,43.87,43.42,8939255,43.34,44.09,43.43,43.47
2023-06-23,AMZN,129.11,129.33,71827526,128.28,130.84,129.00,129.10
2023-06-23,AMCR,9.96,9.87,7942650,9.85,9.99,9.85,9.93
2023-06-23,AMD,109.31,110.01,73507069,107.46,111.09,109.80,109.85
2023-06-23,AEE,82.53,80.83,1643736,80.55,82.92,79.72,82.05
2023-06-23,AAL,15.94,16.26,24374944,15.93,16.33,16.21,16.24
2023-06-23,AEP,85.63,83.49,3784831,83.04,85.63,83.37,83.45
2023-06-23,AXP,166.00,168.07,4190383,165.74,168.60,167.80,168.07
2023-06-23,AIG,55.01,55.22,5253771,54.84,55.49,54.24,55.21
2023-06-23,AMT,186.01,186.03,4158115,185.24,189.24,185.61,186.63
2023-06-23,AWK,148.80,145.76,922117,145.32,149.44,145.66,146.28
2023-06-23,AMP,316.61,317.02,1503935,315.59,319.59,317.91,317.61
2023-06-23,ABC,188.19,187.67,2224683,186.85,188.74,177.10,189.59
2023-06-23,AME,154.75,156.06,1046639,154.35,157.11,152.92,156.25
2023-06-23,AMGN,229.87,227.11,4129921,226.41,230.54,226.91,227.13
2023-06-23,APH,80.20,80.19,4955529,79.79,81.11,78.74,80.21
2023-06-23,ADI,184.10,185.94,5021475,183.52,187.09,185.25,186.40
2023-06-23,ANSS,321.79,319.54,963878,318.95,322.90,319.28,325.64
2023-06-23,AON,333.52,331.43,3085712,330.16,334.71,134.02,332.53
2023-06-23,APA,32.57,32.58,10520428,32.46,32.94,32.50,32.68
2023-06-23,AAPL,185.55,186.68,50349169,185.01,187.56,186.46,186.50
2023-06-23,AMAT,136.55,136.07,6953793,134.84,136.79,136.00,136.20
2023-06-23,APTV,96.64,97.40,2769541,95.86,98.01,97.16,97.19
2023-06-23,ACGL,72.45,72.41,2183066,71.92,73.15,71.36,72.57
2023-06-23,ANET,150.75,148.82,8416997,148.32,150.95,148.80,149.10
2023-06-23,AJG,212.67,212.46,1688734,211.55,213.71,206.48,212.66
2023-06-23,AIZ,128.49,123.81,762819,123.16,129.46,49.49,123.55
2023-06-23,T,15.63,15.45,35524476,15.42,15.73,15.48,15.49
2023-06-23,ATO,116.57,114.42,824078,114.30,117.20,113.89,114.58
2023-06-23,ADSK,202.86,202.00,1538542,200.25,203.19,202.38,201.87
2023-06-23,AZO,2431.97,2423.73,448569,2408.12,2439.10,2390.65,2550.00
2023-06-23,AVB,184.52,181.37,886860,181.19,184.75,178.68,183.12
2023-06-23,AVY,165.95,167.85,928890,165.40,168.37,167.41,167.92
2023-06-23,AXON,194.67,188.71,1314198,188.65,194.67,189.55,192.26
2023-06-23,BKR,29.68,29.77,7952879,29.21,29.86,29.77,29.88
2023-06-23,BALL,55.70,55.81,4547761,55.08,56.31,55.81,55.68
2023-06-23,BAC,27.74,27.75,54979799,27.59,27.89,27.70,27.73
2023-06-23,BBWI,37.38,37.21,4630336,36.94,37.59,37.16,37.23
2023-06-23,BAX,45.01,45.04,12027108,44.80,45.32,45.05,45.27
2023-06-23,BDX,258.00,256.55,816753,256.29,259.75,255.00,263.00
2023-06-23,WRB,58.17,58.21,1307899,58.06,58.86,58.22,59.51
2023-06-23,BRK-B,335.10,335.25,4429223,334.19,337.47,335.10,335.25
2023-06-23,BBY,78.66,79.13,2803510,78.24,80.08,79.18,79.19
2023-06-23,BIO,362.78,365.80,279089,362.04,370.06,355.27,385.54
2023-06-23,TECH,76.11,76.62,1024746,76.00,77.25,76.76,76.83
2023-06-23,BIIB,293.35,284.52,1380831,283.97,293.47,284.58,284.40
2023-06-23,BLK,670.35,680.45,632336,670.00,682.93,679.48,691.45
2023-06-23,BK,42.74,42.84,4379326,42.44,43.03,42.61,43.05
2023-06-23,BA,204.02,205.41,6312028,202.55,205.61,204.90,205.18
2023-06-23,BKNG,2638.05,2623.93,306748,2619.24,2658.10,2615.00,2627.51
2023-06-23,BWA,45.22,45.23,2519716,44.59,45.51,45.29,45.30
2023-06-23,BXP,51.93,51.50,2402212,51.17,52.38,51.50,51.56
2023-06-23,BSX,54.50,53.97,9536697,53.85,54.74,54.10,53.90
2023-06-23,BMY,65.38,65.04,11125573,64.89,65.42,65.08,65.09
2023-06-23,AVGO,834.01,822.15,3589566,818.85,836.02,819.25,821.00
2023-06-23,BR,157.43,158.01,722409,157.00,158.48,157.29,158.66
2023-06-23,BRO,66.22,66.43,3530783,66.13,67.27,66.63,66.75
2023-06-23,BF-B,65.85,65.04,2294557,64.84,66.15,64.93,66.64
2023-06-23,BG,92.69,94.04,1632934,92.55,94.63,94.21,94.49
2023-06-23,CHRW,91.55,90.45,2167066,90.16,92.06,90.13,90.39
2023-06-23,CDNS,225.47,225.32,7001397,223.70,227.90,225.23,230.99
2023-06-23,CZR,45.22,45.21,4625614,44.81,45.60,45.13,45.50
2023-06-23,CPT,107.89,105.86,1704859,105.64,108.28,105.50,107.07
2023-06-23,CPB,45.95,45.59,2315289,45.58,45.97,45.69,45.69
2023-06-23,COF,105.50,106.60,2101950,105.15,107.39,106.65,106.85
2023-06-23,CAH,92.32,91.72,5374892,91.60,92.89,90.75,92.50
2023-06-23,KMX,84.21,86.21,14437481,83.50,87.06,86.16,86.27
2023-06-23,CCL,15.49,15.80,38400392,15.43,15.99,15.85,15.82
2023-06-23,CARR,47.52,48.05,5594100,47.26,48.43,48.13,48.43
2023-06-23,CTLT,43.80,44.06,3707156,43.16,44.38,44.09,44.10
2023-06-23,CAT,234.44,234.44,3345004,231.28,235.86,234.10,234.20
2023-06-23,CBOE,136.20,135.33,760680,135.17,137.45,134.88,135.30
2023-06-23,CBRE,74.99,75.23,5345391,74.31,75.28,73.93,75.15
2023-06-23,CDW,176.92,177.40,920520,176.54,179.12,177.12,178.15
2023-06-23,CE,105.95,109.46,2449166,105.27,110.29,106.25,115.37
2023-06-23,CNC,66.49,66.33,2377547,66.28,67.07,66.39,66.33
2023-06-23,CNP,29.17,28.47,4227254,28.45,29.28,28.07,28.91
2023-06-23,CDAY,63.85,63.46,1407661,63.28,64.07,63.11,63.95
2023-06-23,CF,70.43,70.56,5873240,69.16,71.39,70.63,70.70
2023-06-23,CRL,201.83,207.81,1654633,201.48,209.40,203.07,208.03
2023-06-23,SCHW,52.70,53.17,21830639,52.51,53.35,53.23,53.17
2023-06-23,CHTR,323.24,326.28,836982,322.25,328.88,321.15,329.75
2023-06-23,CVX,151.01,151.35,15145039,150.13,151.70,151.25,151.43
2023-06-23,CMG,2037.72,2043.68,708699,2037.01,2059.09,2035.00,2075.00
2023-06-23,CB,194.31,193.24,1906474,193.01,195.14,190.01,193.55
2023-06-23,CHD,97.74,97.12,5206201,96.88,97.97,97.27,97.19
2023-06-23,CI,275.41,274.85,2058001,273.61,276.62,273.95,276.00
2023-06-23,CINF,96.87,95.71,1207697,95.37,97.49,94.50,100.50
2023-06-23,CTAS,482.49,482.59,467199,478.28,485.17,453.89,482.69
2023-06-23,CSCO,50.64,50.33,15571827,50.09,50.72,50.33,50.33
2023-06-23,C,46.10,46.02,12999504,45.84,46.24,45.99,46.02
2023-06-23,CFG,25.60,25.47,6121424,25.36,26.12,25.49,25.50
2023-06-23,CLX,157.54,156.14,1533358,156.09,157.74,156.32,156.93
2023-06-23,CME,182.10,181.67,1883201,180.94,182.96,181.72,181.67
2023-06-23,CMS,59.88,58.59,2133264,58.49,60.01,58.29,58.57
2023-06-23,KO,61.94,61.20,24970927,61.18,61.97,61.25,61.30
2023-06-23,CTSH,61.89,62.04,7082161,61.39,62.30,62.14,61.93
2023-06-23,CL,78.33,77.11,10896713,77.04,78.33,76.08,77.11
2023-06-23,CMCSA,40.32,40.09,16942113,39.95,40.51,40.02,40.02
2023-06-23,CMA,40.50,40.60,2414184,40.00,41.10,40.63,41.47
2023-06-23,CAG,34.53,34.09,3969732,34.05,34.65,34.00,34.06
2023-06-23,COP,100.03,100.46,6806876,99.63,100.92,100.25,100.26
2023-06-23,ED,92.59,90.74,1817424,90.41,92.63,90.00,90.63
2023-06-23,STZ,245.27,242.38,1025692,241.41,245.62,242.80,242.75
2023-06-23,CEG,89.64,90.36,2770088,89.12,90.70,88.56,90.66
2023-06-23,COO,371.82,372.78,299715,370.09,375.83,367.47,372.92
2023-06-23,CPRT,88.59,89.19,3335366,88.40,89.86,89.00,89.17
2023-06-23,GLW,33.90,33.86,5952146,33.78,34.07,33.86,34.05
2023-06-23,CTVA,57.49,57.23,4009666,56.96,57.88,56.24,58.00
2023-06-23,CSGP,85.89,86.75,6325903,85.80,87.85,85.00,86.59
2023-06-23,COST,523.13,524.44,1348072,519.34,525.40,523.05,525.08
2023-06-23,CTRA,23.65,23.72,9630866,23.60,23.90,23.71,23.76
2023-06-23,CCI,109.70,109.44,8832818,109.00,111.44,108.00,113.00
2023-06-23,CSX,32.78,32.74,13569118,32.62,32.88,32.50,32.74
2023-06-23,CMI,228.22,232.02,1390960,227.23,232.60,232.23,232.40
2023-06-23,CVS,69.37,69.60,8103102,69.16,69.86,69.45,69.73
2023-06-23,DHI,119.47,120.40,5170415,119.33,120.96,120.30,120.88
2023-06-23,DHR,234.81,238.18,3260491,234.32,239.00,237.04,238.35
2023-06-23,DRI,161.21,161.30,2508650,160.10,165.54,161.27,160.90
2023-06-23,DVA,98.55,97.73,419525,97.70,99.11,95.89,98.00
2023-06-23,DE,411.08,404.45,2030185,404.07,411.33,404.25,404.99
2023-06-23,DAL,42.25,42.86,19445632,42.09,43.00,42.71,42.83
2023-06-23,XRAY,38.57,38.44,2097166,38.30,38.74,38.37,39.44
2023-06-23,DVN,47.00,47.15,13610210,46.90,47.40,47.08,47.19
2023-06-23,DXCM,125.92,126.75,3257731,124.83,127.50,126.80,128.21
2023-06-23,FANG,124.45,125.40,3050925,123.41,125.65,125.16,125.64
2023-06-23,DLR,105.15,104.15,5680589,103.19,105.54,102.98,105.50
2023-06-23,DFS,114.04,115.42,2192509,113.60,115.97,115.31,115.32
2023-06-23,DISH,6.22,6.02,13912889,6.01,6.29,6.01,6.03
2023-06-23,DIS,88.01,88.10,13504612,87.61,88.39,88.03,88.12
2023-06-23,DG,172.00,171.15,7098076,170.03,173.09,171.00,172.39
2023-06-23,DLTR,143.96,143.67,3491247,142.06,144.37,143.25,143.84
2023-06-23,D,53.25,51.82,6062172,51.66,53.25,51.83,52.96
2023-06-23,DPZ,320.00,316.82,793948,316.59,321.04,318.46,317.93
2023-06-23,DOV,141.29,141.13,862735,139.89,141.57,138.84,141.19
2023-06-23,DOW,50.73,51.36,3519859,50.26,51.50,51.13,51.40
2023-06-23,DTE,113.27,110.00,2009660,109.54,113.27,109.93,110.25
2023-06-23,DUK,91.20,89.72,3797832,89.54,91.54,89.55,89.86
2023-06-23,DD,67.15,67.78,3469263,66.62,67.95,66.41,67.67
2023-06-23,DXC,26.28,25.85,2450881,25.74,26.41,24.28,25.88
2023-06-23,EMN,77.59,78.55,1447435,77.19,79.00,78.49,78.50
2023-06-23,ETN,193.78,194.46,2228575,192.97,195.48,193.57,195.22
2023-06-23,EBAY,43.48,43.37,5757046,43.11,43.80,43.18,43.46
2023-06-23,ECL,178.45,178.15,1214779,177.52,179.36,175.60,180.42
2023-06-23,EIX,68.96,67.76,1499045,67.67,69.15,67.86,68.94
2023-06-23,EW,90.67,90.34,3145691,90.18,91.00,90.38,90.76
2023-06-23,EA,124.91,125.25,1913722,124.58,125.78,121.23,127.74
2023-06-23,ELV,448.37,450.40,1901903,447.25,453.57,440.00,451.62
2023-06-23,LLY,457.00,458.84,4808680,452.32,460.01,459.00,460.55
2023-06-23,EMR,86.69,86.68,5563874,86.16,87.18,86.25,87.60
2023-06-23,ENPH,159.72,158.69,4453163,155.88,162.17,158.75,159.01
2023-06-23,ETR,99.68,97.13,1743689,96.77,99.86,95.35,97.12
2023-06-23,EOG,107.00,106.82,8298705,106.34,107.90,106.82,106.94
2023-06-23,EPAM,215.12,214.00,706520,211.71,216.57,213.90,224.24
2023-06-23,EQT,38.65,39.18,5186709,38.64,39.40,38.91,39.19
2023-06-23,EFX,224.79,224.03,1796756,223.37,226.47,224.52,224.48
2023-06-23,EQIX,746.08,746.11,477024,743.54,752.65,734.80,758.44
2023-06-23,EQR,63.40,62.36,2162453,62.27,63.70,61.42,62.44
2023-06-23,ESS,224.25,220.02,585528,219.48,224.67,219.97,219.98
2023-06-23,EL,193.66,191.94,3691218,190.76,194.11,191.39,191.90
2023-06-23,ETSY,91.28,88.93,3971557,88.81,91.92,88.68,88.93
2023-06-23,RE,351.89,345.66,516614,343.68,353.30,337.75,551.20
2023-06-23,EVRG,58.73,57.31,1247270,57.22,58.92,57.00,58.61
2023-06-23,ES,71.06,69.73,2718251,69.62,71.35,69.86,69.79
2023-06-23,EXC,40.65,39.87,5840544,39.83,40.78,39.87,39.88
2023-06-23,EXPE,105.25,104.79,4098450,103.44,105.49,103.75,104.49
2023-06-23,EXPD,114.00,114.45,1404224,113.69,116.04,112.49,114.39
2023-06-23,EXR,143.24,141.96,1199215,141.86,144.69,142.36,146.64
2023-06-23,XOM,102.59,102.40,17906494,101.62,102.82,102.22,102.50
2023-06-23,FFIV,143.29,144.45,562967,142.65,144.93,141.41,147.76
2023-06-23,FDS,401.59,394.05,670450,393.74,405.24,394.18,439.99
2023-06-23,FICO,779.79,776.05,267723,770.58,783.26,777.70,1244.78
2023-06-23,FAST,56.54,56.89,2460212,56.49,57.10,56.08,56.90
2023-06-23,FRT,90.72,90.10,468023,89.80,91.39,89.12,92.81
2023-06-23,FDX,230.65,232.34,2818388,230.15,233.79,232.00,232.78
2023-06-23,FITB,25.36,25.54,4678774,25.22,25.65,25.37,25.45
2023-06-23,FSLR,183.37,184.52,2544844,182.87,188.71,184.05,184.47
2023-06-23,FE,39.34,38.49,4718259,38.33,39.38,38.30,39.08
2023-06-23,FIS,52.96,52.75,11009983,52.57,53.54,52.70,52.98
2023-06-23,FISV,112.54,114.23,31730587,114.23,114.23,114.40,114.35
2023-06-23,FLT,238.33,238.56,592677,237.55,240.37,238.88,238.95
2023-06-23,FMC,107.22,105.73,1268005,105.47,107.68,105.60,105.66
2023-06-23,F,13.93,14.02,48167459,13.92,14.15,14.01,14.04
2023-06-23,FTNT,71.11,71.59,12173798,70.15,71.75,71.27,71.62
2023-06-23,FTV,70.19,71.03,1767293,70.01,71.09,65.00,70.83
2023-06-23,FOXA,32.73,32.67,4553134,32.56,32.84,32.17,33.14
2023-06-23,FOX,30.64,30.63,1548291,30.49,30.73,30.45,30.58
2023-06-23,BEN,25.15,25.53,2903340,25.12,25.63,25.52,25.50
2023-06-23,FCX,38.48,38.37,12386823,37.90,38.55,38.31,38.36
2023-06-23,GRMN,102.24,101.56,984141,100.94,102.66,100.12,101.63
2023-06-23,IT,342.67,338.19,730999,338.19,344.88,339.42,338.75
2023-06-23,GEHC,79.86,79.82,6356608,79.01,80.35,79.21,81.00
2023-06-23,GEN,17.95,17.71,5710022,17.57,17.99,17.72,18.06
2023-06-23,GNRC,122.82,129.07,2636806,122.32,129.36,129.09,128.95
2023-06-23,GD,213.95,212.39,1008226,212.18,214.66,212.70,212.87
2023-06-23,GE,103.09,103.78,6006935,102.64,104.37,103.82,103.89
2023-06-23,GIS,81.53,81.32,3924916,81.21,82.03,81.38,81.95
2023-06-23,GM,35.93,36.18,9966396,35.80,36.44,36.08,36.19
2023-06-23,GPC,161.22,159.67,1328914,158.58,161.22,156.79,162.11
2023-06-23,GILD,78.33,77.47,4813881,77.26,78.36,77.26,77.40
2023-06-23,GL,105.74,106.28,664901,105.36,106.85,89.00,106.54
2023-06-23,GPN,98.80,98.84,1314373,98.11,99.48,98.43,98.46
2023-06-23,GS,316.56,314.71,2558487,314.07,317.71,314.60,314.71
2023-06-23,HAL,30.23,30.89,14226842,30.04,30.94,30.50,30.84
2023-06-23,HIG,69.62,70.47,2849887,69.07,70.73,70.65,70.67
2023-06-23,HAS,59.81,60.00,1859949,59.04,60.16,59.92,60.04
2023-06-23,HCA,292.77,295.40,2001252,291.60,296.98,291.11,295.59
2023-06-23,PEAK,19.42,19.27,8132216,19.22,19.57,19.20,19.82
2023-06-23,HSIC,79.52,78.90,1015226,78.68,80.06,77.47,88.00
2023-06-23,HSY,261.30,259.09,3648784,257.83,261.30,256.98,259.03
2023-06-23,HES,131.71,131.61,2578002,130.60,132.35,131.53,131.58
2023-06-23,HPE,16.60,16.52,12739205,16.49,16.67,16.52,16.59
2023-06-23,HLT,138.83,137.11,4625111,136.76,139.00,137.10,137.65
2023-06-23,HOLX,81.22,81.46,1284922,80.91,81.78,79.77,81.50
2023-06-23,HD,300.32,300.81,8465248,299.10,302.32,300.01,301.12
2023-06-23,HON,199.13,200.09,3321149,198.65,200.66,200.09,199.80
2023-06-23,HRL,40.75,40.47,1651664,40.42,40.86,40.47,40.48
