Date,Ticker,Open,Close,Volume,Intraday Low,Intraday High,Bid,Ask
2023-06-26,^GSPC,4344.84,4328.82,2248760000,4328.08,4362.06,0.0,0.0
2023-06-26,MMM,100.00,100.41,3651373,99.47,100.89,100.42,100.80
2023-06-26,AOS,69.49,70.95,822821,69.53,71.07,70.71,71.32
2023-06-26,ABT,108.10,108.51,4458409,106.81,109.21,108.95,109.12
2023-06-26,ABBV,136.15,134.95,6445522,133.69,135.90,134.81,135.45
2023-06-26,ACN,296.59,297.41,2826382,296.21,300.86,296.72,297.88
2023-06-26,ATVI,82.25,83.40,7865214,82.12,83.71,83.40,83.58
2023-06-26,ADM,72.99,73.64,2511376,72.95,73.82,73.33,73.68
2023-06-26,ADBE,483.01,479.51,3167617,479.05,487.16,479.35,480.90
2023-06-26,ADP,212.92,215.54,1130633,212.82,216.29,215.49,218.76
2023-06-26,AAP,65.99,67.29,1924157,65.98,67.34,67.10,67.70
2023-06-26,AES,20.46,20.71,5514256,20.39,20.76,20.60,21.20
2023-06-26,AFL,67.16,67.58,1276622,67.04,67.96,67.28,67.97
2023-06-26,A,118.96,118.37,1374130,117.34,119.79,118.39,120.70
2023-06-26,APD,287.12,286.39,720687,285.06,288.16,282.55,290.32
2023-06-26,AKAM,88.37,88.45,1059605,88.17,88.89,87.40,89.24
2023-06-26,ALK,49.72,49.96,961200,49.36,50.30,49.94,50.14
2023-06-26,ALB,221.85,225.22,1688502,221.37,228.03,223.25,227.00
2023-06-26,ARE,109.19,114.51,1497577,109.40,114.54,114.35,115.19
2023-06-26,ALGN,328.01,331.46,388293,327.67,335.74,330.00,333.00
2023-06-26,ALLE,115.83,117.17,612202,115.72,117.56,114.95,117.93
2023-06-26,LNT,52.80,52.97,1885832,52.19,53.23,52.93,52.94
2023-06-26,ALL,107.65,108.96,1692696,107.21,108.99,107.11,111.03
2023-06-26,GOOGL,120.76,118.34,31188108,118.26,122.00,118.44,118.10
2023-06-26,GOOG,121.47,119.09,21709649,119.00,122.72,119.20,118.90
2023-06-26,MO,43.50,44.26,8987235,43.43,44.29,44.20,44.24
2023-06-26,AMZN,129.33,127.33,56926177,127.10,131.49,128.03,128.09
2023-06-26,AMCR,9.92,9.96,5037376,9.86,10.00,9.80,10.20
2023-06-26,AMD,110.95,107.51,67872809,107.20,112.55,107.42,107.62
2023-06-26,AEE,81.09,81.98,743585,80.77,82.13,81.75,81.98
2023-06-26,AAL,16.15,16.44,19554165,16.11,16.49,16.46,16.45
2023-06-26,AEP,83.67,83.78,3243891,82.91,84.33,83.75,84.15
2023-06-26,AXP,168.53,167.11,2506347,167.06,170.50,167.80,168.06
2023-06-26,AIG,55.38,55.67,2463060,55.10,56.11,55.45,56.03
2023-06-26,AMT,185.65,188.13,2308496,184.82,188.83,188.15,188.24
2023-06-26,AWK,144.70,140.23,2610744,139.83,144.90,140.55,140.98
2023-06-26,AMP,317.16,319.92,426357,316.71,322.61,314.84,323.60
2023-06-26,ABC,187.40,187.76,1555323,186.44,188.28,187.97,191.51
2023-06-26,AME,156.35,157.38,962846,156.22,158.16,156.73,158.25
2023-06-26,AMGN,226.80,224.73,2564630,220.13,226.80,223.00,226.80
2023-06-26,APH,80.64,80.56,1611558,80.29,81.10,80.58,80.73
2023-06-26,ADI,187.85,186.34,3317819,186.24,191.63,185.80,186.74
2023-06-26,ANSS,318.34,316.20,371552,315.65,321.13,308.66,324.08
2023-06-26,AON,331.24,330.39,788458,328.45,331.56,133.48,335.02
2023-06-26,APA,32.46,33.03,4063037,32.46,33.37,33.15,33.16
2023-06-26,AAPL,186.83,185.27,47267986,185.23,188.05,185.50,185.58
2023-06-26,AMAT,136.47,139.80,7253945,136.47,140.87,138.99,141.00
2023-06-26,APTV,97.52,97.87,1121808,97.32,99.24,97.00,100.47
2023-06-26,ACGL,72.35,71.22,1373926,71.10,72.92,71.24,71.56
2023-06-26,ANET,149.61,150.82,2748543,149.13,153.23,150.43,151.63
2023-06-26,AIZ,124.19,126.36,604938,122.97,126.73,50.58,128.36
2023-06-26,T,15.46,15.63,28241988,15.43,15.65,15.62,15.65
2023-06-26,AJG,212.31,210.63,750047,210.10,212.26,207.44,214.42
2023-06-26,ATO,115.03,116.35,590456,114.79,116.94,115.99,117.00
2023-06-26,AVB,179.82,186.02,605464,179.50,186.16,186.02,186.09
2023-06-26,AZO,2428.53,2476.55,211908,2423.73,2484.28,2425.58,2526.89
2023-06-26,ADSK,201.14,200.78,1263422,199.64,204.43,199.28,200.78
2023-06-26,BKR,29.73,30.53,5416356,29.67,30.83,30.57,30.58
2023-06-26,AVY,167.78,169.19,455209,167.38,169.63,169.14,172.98
2023-06-26,AXON,188.88,189.63,815142,186.88,190.15,189.63,193.33
2023-06-26,BAC,27.80,28.09,34953409,27.80,28.28,28.09,28.11
2023-06-26,BALL,55.95,56.03,1239524,55.60,56.78,56.04,57.00
2023-06-26,BBWI,37.11,36.43,3236678,36.38,37.42,36.39,36.40
2023-06-26,BAX,44.89,44.71,3949416,43.86,45.02,44.66,44.67
2023-06-26,BDX,256.55,256.49,653644,252.64,257.05,251.22,261.75
2023-06-26,WRB,58.38,58.66,976122,57.86,58.72,58.64,58.67
2023-06-26,BRK-B,335.17,334.12,3218646,331.84,335.83,333.25,334.33
2023-06-26,BBY,78.99,81.40,2447268,78.82,81.59,81.20,81.39
2023-06-26,BIO,365.21,365.54,101551,363.07,367.56,353.42,378.27
2023-06-26,TECH,76.45,76.79,452385,75.22,77.36,75.01,78.48
2023-06-26,BIIB,283.87,281.58,816972,279.56,283.95,280.58,281.52
2023-06-26,BLK,678.08,680.17,330997,679.22,684.99,675.30,697.08
2023-06-26,BK,42.95,43.03,3593077,42.73,43.44,42.45,43.66
2023-06-26,BA,206.11,205.58,2903145,204.66,207.09,205.70,205.80
2023-06-26,BKNG,2613.98,2615.76,220767,2605.22,2651.57,2605.00,2652.00
2023-06-26,BWA,45.42,45.24,1900034,45.16,45.73,45.33,46.92
2023-06-26,BXP,51.91,56.59,3043460,51.87,56.72,56.80,57.71
2023-06-26,BSX,53.92,53.50,5423014,53.21,53.97,53.18,53.96
2023-06-26,BMY,65.04,64.79,6586174,64.00,65.10,64.82,64.76
2023-06-26,AVGO,825.00,821.63,2135945,820.22,837.00,822.00,824.98
2023-06-26,BR,157.86,159.91,352379,157.21,160.68,159.27,160.82
2023-06-26,BRO,66.39,66.41,1002896,65.98,66.80,66.47,66.48
2023-06-26,BF-B,65.07,65.44,902255,64.57,65.51,64.37,66.51
2023-06-26,BG,94.24,92.88,1216684,92.63,94.72,92.89,93.50
2023-06-26,CHRW,90.21,92.56,826947,90.21,92.65,90.04,92.78
2023-06-26,CDNS,224.64,223.01,1387512,222.88,228.55,222.05,231.35
2023-06-26,CZR,44.94,46.78,2772884,44.81,47.05,46.77,48.48
2023-06-26,CPT,105.93,108.74,563593,105.68,108.79,108.62,112.21
2023-06-26,CPB,45.52,45.83,2292998,45.01,45.90,45.85,46.09
2023-06-26,COF,106.94,106.22,1805261,106.18,109.16,105.93,106.43
2023-06-26,CAH,91.73,92.29,3132164,91.46,92.60,92.05,93.67
2023-06-26,KMX,86.41,81.25,3881164,80.96,86.52,81.25,82.03
2023-06-26,CCL,14.98,14.60,106570071,13.90,15.04,14.50,14.50
2023-06-26,CARR,48.06,48.63,5072565,48.06,48.99,48.48,48.66
2023-06-26,CTLT,44.11,43.82,2282834,43.71,44.59,43.33,44.62
2023-06-26,CAT,235.46,236.95,1746986,235.12,239.62,236.55,237.85
2023-06-26,CBOE,134.88,133.75,391460,133.36,135.50,133.56,134.41
2023-06-26,CBRE,75.72,75.56,2115799,75.39,76.86,75.51,75.52
2023-06-26,CDW,177.40,176.92,800870,176.45,179.51,176.20,180.02
2023-06-26,CE,107.68,111.08,1249897,107.98,111.74,111.20,111.96
2023-06-26,CNC,66.30,66.36,1753326,65.39,67.09,65.10,66.38
2023-06-26,CNP,28.59,28.92,2349463,28.42,28.94,28.58,29.45
2023-06-26,CDAY,63.26,64.27,710893,63.33,64.57,62.97,65.76
2023-06-26,CF,70.86,70.02,1718436,69.54,71.12,69.98,70.42
2023-06-26,CRL,207.46,206.30,352157,205.15,208.63,207.41,215.95
2023-06-26,SCHW,53.31,53.41,9898356,52.97,53.64,53.30,53.44
2023-06-26,CHTR,328.12,336.88,1174891,327.02,338.24,325.50,336.82
2023-06-26,CVX,151.62,154.01,7366880,151.57,154.97,154.10,153.98
2023-06-26,CMG,2044.97,2032.31,248774,2025.00,2053.99,2038.50,2056.00
2023-06-26,CB,192.71,190.78,1648301,189.41,193.88,188.33,191.74
2023-06-26,CHD,97.01,97.42,2235773,95.94,97.64,97.12,97.41
2023-06-26,CI,275.41,276.41,1395858,274.01,278.66,274.00,277.58
2023-06-26,CINF,95.80,96.73,806791,95.39,96.95,96.69,98.60
2023-06-26,CTAS,481.61,485.37,268038,480.70,488.34,484.25,487.57
2023-06-26,CSCO,50.31,50.21,13022832,50.18,50.80,50.06,50.40
2023-06-26,C,46.12,46.24,9596987,46.01,46.69,46.10,46.24
2023-06-26,CFG,25.63,25.56,4008554,25.49,26.05,25.54,25.66
2023-06-26,CLX,156.13,156.81,902931,154.58,156.97,156.44,156.47
2023-06-26,CME,180.99,178.89,1300496,177.97,180.99,178.71,179.71
2023-06-26,CMS,58.89,59.59,1397577,58.61,59.67,59.55,59.55
2023-06-26,KO,61.21,61.22,12833055,60.39,61.29,61.23,61.22
