Date,Ticker,Open,Close,Volume,Intraday Low,Intraday High,Bid,Ask
2023-06-22,^GSPC,4355.40,4381.89,2091147000,4351.82,4382.25,0,0
2023-06-22,MMM,101.29,100.43,2415400,99.64,101.31,105.18,105.67
2023-06-22,AOS,69.77,69.04,847409,68.97,69.77,68.50,69.41
2023-06-22,ABT,106.69,108.25,4727990,106.44,108.36,108.06,108.03
2023-06-22,ABBV,137.15,137.41,4764664,135.89,137.90,136.50,137.50
2023-06-22,ACN,298.21,307.25,4795187,296.00,307.57,307.48,307.89
2023-06-22,ATVI,80.48,82.30,4877023,80.30,82.32,82.29,82.29
2023-06-22,ADM,74.20,73.06,2471181,72.51,74.20,72.95,73.44
2023-06-22,ADBE,474.12,477.58,3599854,473.08,481.00,477.58,478.01
2023-06-22,ADP,220.15,220.40,1207930,218.83,222.27,220.05,221.32
2023-06-22,AAP,69.19,67.97,2509070,67.52,69.36,67.91,68.74
2023-06-22,AES,20.45,20.91,12662279,19.88,20.92,20.85,21.20
2023-06-22,AFL,67.52,67.54,1746033,67.10,67.71,66.90,67.98
2023-06-22,A,118.84,118.68,1735971,117.17,118.95,118.12,118.24
2023-06-22,APD,287.14,288.01,636281,284.48,289.00,283.14,292.70
2023-06-22,AKAM,87.64,88.26,1132748,86.95,88.36,88.06,88.69
2023-06-22,ALK,49.21,49.67,1489504,48.78,49.79,49.71,50.55
2023-06-22,ALB,228.77,226.00,1592376,222.41,228.77,225.75,228.00
2023-06-22,ARE,113.40,110.85,924189,110.08,113.40,110.53,111.38
2023-06-22,ALGN,331.10,334.40,444564,326.41,335.10,333.51,334.63
2023-06-22,ALLE,119.44,116.39,887654,116.18,119.98,111.96,118.13
2023-06-22,LNT,53.34,52.73,745767,52.58,53.50,51.81,52.67
2023-06-22,ALL,108.21,108.00,1714103,106.81,108.21,106.75,107.97
2023-06-22,GOOGL,120.00,123.15,26805516,118.83,123.24,123.18,123.44
2023-06-22,GOOG,120.66,123.87,20746271,119.60,123.93,123.87,124.20
2023-06-22,MO,44.10,43.76,5014999,43.69,44.20,43.77,43.85
2023-06-22,AMZN,125.31,130.15,85851894,125.14,130.33,131.08,131.11
2023-06-22,AMCR,10.13,10.07,4459578,9.94,10.13,9.95,10.08
2023-06-22,AMD,112.24,110.70,70592311,109.85,114.00,110.90,110.93
2023-06-22,AEE,83.47,82.29,703932,82.01,83.47,80.92,83.63
2023-06-22,AAL,16.23,16.36,12687082,16.07,16.39,16.34,16.38
2023-06-22,AEP,85.80,85.10,4096539,84.68,86.04,84.93,85.49
2023-06-22,AXP,167.28,168.26,2755205,165.23,168.50,168.33,168.84
2023-06-22,AIG,56.71,55.97,3950856,55.30,56.76,55.97,56.26
2023-06-22,AMT,189.62,186.43,2428069,186.30,189.62,186.40,186.80
2023-06-22,AWK,149.10,148.50,712511,147.62,149.10,146.00,151.09
2023-06-22,AMP,320.13,320.63,491658,316.69,323.43,314.32,327.39
2023-06-22,ABC,186.20,187.87,1621643,185.10,187.88,187.34,193.25
2023-06-22,AME,156.55,156.03,791897,155.36,157.04,153.08,158.66
2023-06-22,AMGN,227.31,229.66,1414365,226.76,229.88,229.02,229.88
2023-06-22,APH,81.46,81.05,1688040,80.68,81.46,81.07,82.12
2023-06-22,ADI,183.88,186.11,2973164,183.23,186.37,185.50,186.95
2023-06-22,ANSS,323.60,325.68,313789,321.03,326.90,324.86,330.71
2023-06-22,AON,330.87,333.39,809608,329.36,333.72,133.36,338.13
2023-06-22,APA,33.79,33.21,4075465,32.99,33.79,32.97,33.25
2023-06-22,AMAT,135.00,138.92,3763177,135.00,139.60,138.97,139.10
2023-06-22,AAPL,183.74,187.00,50747851,183.67,187.04,187.02,187.10
2023-06-22,APTV,99.20,98.60,1520178,98.21,99.65,98.05,99.27
2023-06-22,ACGL,72.18,72.61,1606108,71.60,72.65,72.10,74.42
2023-06-22,AJG,214.35,212.82,865164,211.86,214.45,210.03,212.75
2023-06-22,AIZ,131.38,131.28,452851,130.26,131.51,127.41,134.12
2023-06-22,T,15.57,15.58,28920686,15.47,15.64,15.56,15.59
2023-06-22,ATO,117.93,115.95,451459,115.61,118.07,115.89,115.91
2023-06-22,ADSK,207.05,206.70,1889405,205.05,207.85,205.22,207.40
2023-06-22,AZO,2456.06,2438.63,98729,2431.63,2456.06,2438.10,2480.00
2023-06-22,AVB,189.51,184.99,594849,182.63,189.51,184.81,188.26
2023-06-22,AVY,169.56,167.91,440381,166.44,169.56,167.89,171.47
2023-06-22,AXON,197.00,196.92,441339,194.34,198.59,192.95,197.64
2023-06-22,BKR,30.26,30.15,4154326,29.83,30.47,30.14,30.17
2023-06-22,ANET,150.98,153.24,3277343,149.72,153.39,153.28,154.00
2023-06-22,BALL,55.83,56.35,1333144,55.23,56.52,55.50,57.00
2023-06-22,BAC,28.50,27.96,50240658,27.90,28.53,28.03,28.05
2023-06-22,BBWI,38.63,37.81,3457260,37.47,38.63,37.68,38.94
2023-06-22,BAX,45.06,45.25,4561609,44.81,45.51,44.60,46.00
2023-06-22,BDX,258.36,258.07,695745,257.10,259.12,255.00,261.47
2023-06-22,BRK-B,338.84,336.96,3256015,335.66,338.85,336.52,337.18
2023-06-22,BBY,79.18,79.05,1316626,78.50,79.19,78.97,79.13
2023-06-22,BIO,366.50,364.78,127350,362.21,373.07,351.66,377.28
2023-06-22,WRB,58.95,58.47,1063407,57.93,59.09,56.93,60.07
2023-06-22,TECH,77.03,76.51,663994,76.23,77.03,74.27,78.63
2023-06-22,BIIB,294.25,293.95,905582,291.58,296.46,288.62,299.55
