date,ticker,open_price,close_price,volume,intraday_low,intraday_high
6/27/2023,VICI,31.52,31.09,5456401,30.99,31.52
6/27/2023,V,227.48,227.34,4624111,226.52,228.61
6/27/2023,VMC,215.37,220.42,671413,215.06,220.9
6/27/2023,WAB,103.77,105.9,772604,103.29,105.97
6/27/2023,WBA,28.56,28.64,46655950,28.15,29.17
6/27/2023,WMT,154.15,154.49,3987798,154.06,155.85
6/27/2023,WBD,11.83,12.27,31111288,11.78,12.44
6/27/2023,WM,167.31,168.78,954994,166.51,168.94
6/27/2023,WAT,260.46,257.74,445225,255.18,260.46
6/27/2023,WEC,88.97,88.7,1161451,88.7,89.65
6/27/2023,WFC,40.62,40.91,11696565,40.33,41.06
6/27/2023,WELL,80.03,80.74,1546017,79.18,80.98
6/27/2023,WST,366.53,369.34,261722,363.06,369.64
6/27/2023,WDC,37.64,38.21,4580943,36.99,38.37
6/27/2023,WRK,28.47,28.7,2260921,28.06,29.06
6/27/2023,WY,31.08,31.84,5245872,31.06,32.1
6/27/2023,WHR,142.91,147.99,615923,142.75,148.9
6/27/2023,WMB,31.01,31.37,8255729,30.9,31.57
6/27/2023,WTW,232.34,233.09,381288,231.9,233.69
6/27/2023,GWW,749.78,770.5,285043,748.19,771.34
6/27/2023,WYNN,105.53,105.76,1093779,104.78,106.5
6/27/2023,XEL,62.89,62.44,3287554,62.41,63.03
6/27/2023,XYL,111.12,111.61,1500821,110.79,111.8
6/27/2023,YUM,135.05,134.28,1551658,133.01,135.22
6/27/2023,ZBRA,273.85,282.81,347871,270.67,284.43
6/27/2023,ZBH,142.82,144.81,814475,142.29,144.87
6/27/2023,ZION,27.13,27.3,2377221,26.58,27.52
6/27/2023,ZTS,168.8,170.67,1437396,167.15,171.09
6/27/2023,PANW,244.26,251.59,7013663,244.16,253.51
