Date,Ticker,Open,Close,Volume,Intraday Low,Intraday High
2023-06-29,SBUX,98.61,98.68,4960145,97.98,98.83
2023-06-29,STT,72.43,73.14,1838068,72.28,73.42
2023-06-29,STLD,106.72,109.14,1095129,106.39,109.49
2023-06-29,STE,216.35,220.99,689833,216.06,221.99
2023-06-29,SYK,299.47,301.77,607002,297.96,302.21
2023-06-29,SYF,34.10,34.07,3378290,33.83,34.42
2023-06-29,SNPS,429.63,427.90,469636,425.45,430.87
2023-06-29,SYY,72.71,73.13,1765832,72.42,73.17
2023-06-29,TMUS,135.95,136.84,3051288,135.94,137.28
2023-06-29,TROW,110.50,111.18,1170767,110.10,111.72
2023-06-29,TTWO,146.24,145.47,974465,144.10,146.25
2023-06-29,TPR,42.89,42.83,1853474,42.59,43.40
2023-06-29,TRGP,74.41,75.21,1439070,74.20,75.25
2023-06-29,TGT,132.48,132.91,6048506,131.77,134.06
2023-06-29,TEL,136.82,138.39,1086492,136.50,138.76
2023-06-29,TDY,401.58,407.28,144473,401.58,407.68
2023-06-29,TFX,233.60,234.95,178167,232.45,236.24
2023-06-29,TER,108.09,109.40,1617473,107.32,109.79
2023-06-29,TSLA,258.03,257.50,129972676,253.61,260.73
2023-06-29,TXN,175.93,176.79,3704722,174.45,177.04
2023-06-29,TXT,66.49,67.33,872414,66.45,67.52
2023-06-29,TMO,510.00,514.39,994823,506.08,515.15
2023-06-29,TJX,83.33,83.74,4028725,83.09,83.83
2023-06-29,TSCO,216.60,217.42,1270642,214.99,217.60
2023-06-29,TT,187.56,189.99,999320,186.82,190.00
2023-06-29,TDG,874.62,886.12,172658,874.62,887.10
2023-06-29,TRV,167.93,170.99,1260098,167.24,171.43
2023-06-29,TRMB,52.05,52.77,1330286,51.93,53.11
2023-06-29,TFC,30.78,30.64,9981376,30.42,30.99
2023-06-29,TYL,409.85,411.73,210891,408.37,413.10
2023-06-29,TSN,49.86,50.69,3175512,49.75,50.88
2023-06-29,USB,32.18,32.76,12372336,32.03,32.76
2023-06-29,UDR,42.04,42.88,1813751,41.83,42.90
2023-06-29,ULTA,464.16,465.28,653597,462.08,470.73
2023-06-29,UNP,202.37,204.65,1872481,201.65,204.86
2023-06-29,UAL,56.42,53.72,11668266,53.61,56.76
2023-06-29,UPS,175.42,176.05,2299321,174.79,176.19
2023-06-29,URI,430.08,435.63,688027,429.40,438.08
2023-06-29,UNH,475.08,476.44,2967159,473.08,479.71
2023-06-29,UHS,155.63,156.51,314553,155.63,157.00
2023-06-29,VLO,115.84,116.61,2266274,115.46,117.05
2023-06-29,VTR,46.27,47.62,2319593,46.18,47.63
2023-06-29,VRSN,221.46,222.93,256950,220.04,223.03
2023-06-29,VRSK,222.67,223.27,1151475,222.12,224.32
2023-06-29,VZ,36.79,36.99,16711902,36.65,37.02
2023-06-29,VRTX,349.91,348.18,972156,347.70,352.77
2023-06-29,VFC,18.77,19.20,5223611,18.76,19.35
2023-06-29,VTRS,9.69,9.91,6743954,9.68,9.93
2023-06-29,VICI,30.89,31.38,5448553,30.88,31.42
2023-06-29,V,228.79,234.32,7113455,228.60,234.70
2023-06-29,VMC,220.31,224.84,861351,220.31,224.89
2023-06-29,WAB,105.83,108.01,1061337,105.75,108.17
2023-06-29,WBA,28.89,28.37,15190563,28.28,29.22
2023-06-29,WMT,154.51,154.28,7082694,153.14,154.75
2023-06-29,WBD,12.30,12.42,13576208,12.23,12.50
2023-06-29,WAT,256.71,261.95,381244,256.59,262.35
2023-06-29,WM,167.15,169.61,1002676,166.62,169.77
2023-06-29,WEC,86.87,87.25,977598,86.51,87.89
2023-06-29,WFC,41.48,42.45,23845030,41.37,42.51
2023-06-29,WELL,79.82,80.39,1890015,79.48,80.53
2023-06-29,WST,368.00,377.36,246814,366.32,377.42
2023-06-29,WDC,38.04,37.60,2565595,37.47,38.18
2023-06-29,WRK,28.17,28.68,2498314,28.13,28.73
2023-06-29,WY,33.09,33.33,4287725,32.83,33.35
2023-06-29,WHR,146.71,149.46,659381,146.00,149.98
2023-06-29,WMB,32.02,32.53,8761696,31.98,32.55
2023-06-29,WTW,233.05,232.55,566012,232.22,233.97
2023-06-29,GWW,771.59,782.30,196366,770.16,782.83
2023-06-29,WYNN,104.70,104.50,1297356,103.72,105.70
2023-06-29,XEL,60.70,61.29,2770545,60.39,61.57
2023-06-29,XYL,110.01,111.34,920463,109.94,111.86
2023-06-29,YUM,134.89,137.26,1448898,134.69,137.80
2023-06-29,ZBRA,283.05,288.68,309984,281.84,289.33
2023-06-29,ZBH,143.16,145.15,1121119,143.02,146.21
2023-06-29,ZION,27.43,27.28,2888883,27.06,27.89
2023-06-29,ZTS,168.65,171.87,1399878,168.20,171.91
2023-06-29,PANW,252.86,253.33,2464176,251.08,254.89
2023-06-29,^GSPC,4374.94,4396.44,2152193000,4371.97,4398.39
2023-06-29,^GSPC,4374.94,4396.44,2152193000,4371.97,4398.39
2023-06-29,^SP500-60,231.87,235.47,67103489,231.56,235.49
2023-06-29,^SP500-10TR,1336.25,1351.10,0,1333.78,1351.18
2023-06-29,^SP500-15,509.51,517.14,60731732,508.30,517.38
2023-06-29,^SP500-40,546.94,556.09,344038197,546.94,556.18
2023-06-29,^SP500-55,326.35,328.80,111402296,325.76,330.81
2023-06-29,^SP500-25,1313.45,1312.58,415191558,1305.03,1317.02
2023-06-29,^SP500-30,769.89,771.63,150696709,766.55,772.76
2023-06-29,^SP500-50,215.31,213.95,183442357,213.42,215.35
2023-06-29,^SP500-45,3026.94,3030.78,380684715,3014.76,3037.82
2023-06-29,^SP500-35,1522.26,1532.09,147839371,1516.94,1533.27
2023-06-29,^SP500-20,891.37,900.26,157750819,890.23,900.61
